,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
32043,32044,0.32,Ideal,G,VVS1,61.7,56.0,779,4.39,4.42,2.72
53514,53515,0.72,Ideal,G,SI1,61.4,56.0,2686,5.75,5.78,3.54
135,136,0.63,Premium,E,VVS1,60.9,60.0,2765,5.52,5.55,3.37
16965,16966,1.22,Premium,H,SI1,61.8,57.0,6776,6.86,6.82,4.23
13177,13178,1.37,Good,I,VS2,64.1,58.0,5449,6.92,6.9,4.43
3925,3926,0.74,Ideal,E,SI1,60.8,56.0,3497,5.85,5.89,3.57
4051,4052,0.35,Ideal,H,VS2,61.2,56.0,571,4.54,4.55,2.78
12639,12640,1.25,Premium,I,SI1,59.7,59.0,5293,6.97,7.03,4.18
24773,24774,1.51,Premium,F,VS1,62.7,59.0,13134,7.31,7.23,4.56
15428,15429,1.04,Premium,G,VS2,62.5,58.0,6177,6.43,6.47,4.03
42700,42701,0.52,Very Good,G,SI1,63.3,57.0,1338,5.11,5.08,3.22
22052,22053,1.16,Ideal,G,IF,62.3,55.0,10082,6.79,6.73,4.21
41018,41019,0.55,Premium,G,SI2,60.3,58.0,1186,5.35,5.33,3.22
1606,1607,0.75,Ideal,H,SI1,61.9,55.0,3011,5.82,5.85,3.61
34691,34692,0.3,Ideal,F,IF,61.3,56.0,873,4.3,4.34,2.65
11496,11497,1.0,Good,I,VS1,63.7,56.0,5018,6.34,6.32,4.03
34405,34406,0.3,Ideal,G,IF,61.5,55.0,863,4.33,4.35,2.67
40264,40265,0.33,Very Good,D,SI2,62.9,56.0,492,4.41,4.43,2.78
36603,36604,0.32,Ideal,D,SI2,59.5,57.0,477,4.47,4.5,2.67
13726,13727,0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61
31594,31595,0.2,Premium,E,VS2,59.7,62.0,367,3.84,3.8,2.28
4139,4140,0.81,Ideal,G,VS1,62.3,57.0,3544,5.99,5.95,3.72
5992,5993,1.16,Ideal,J,SI1,60.7,57.0,3955,6.77,6.83,4.13
49381,49382,0.55,Very Good,F,VVS2,63.1,56.0,2102,5.19,5.23,3.29
2687,2688,0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58
28779,28780,0.4,Good,H,SI1,60.2,63.0,681,4.7,4.73,2.84
45381,45382,0.5,Premium,F,VS1,62.9,58.0,1666,5.09,5.05,3.19
8833,8834,1.02,Premium,E,SI2,59.9,58.0,4478,6.6,6.55,3.94
24816,24817,3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58
25000,25001,1.29,Ideal,E,VVS2,59.8,59.0,13530,7.07,7.11,4.24
23033,23034,0.33,Ideal,D,SI2,61.3,56.0,631,4.49,4.45,2.74
36069,36070,0.4,Very Good,D,SI1,63.1,57.0,924,4.73,4.69,2.97
31026,31027,0.31,Premium,F,VS2,59.4,58.0,749,4.45,4.37,2.62
33030,33031,0.3,Ideal,D,VVS2,62.2,55.0,814,4.32,4.33,2.69
11348,11349,1.01,Ideal,H,SI1,62.6,54.0,4989,6.38,6.34,3.98
39207,39208,0.54,Ideal,F,SI2,62.2,56.0,1065,5.21,5.24,3.25
36456,36457,0.31,Ideal,D,VS2,62.2,56.0,942,4.33,4.32,2.69
42413,42414,0.45,Very Good,D,VS2,62.9,58.4,1311,4.83,4.86,3.04
31849,31850,0.3,Ideal,F,VS2,60.9,56.0,776,4.35,4.32,2.64
21701,21702,0.41,Very Good,J,VS2,61.6,57.0,627,4.79,4.82,2.96
40967,40968,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2,3.04
39895,39896,0.42,Ideal,F,VS1,62.3,55.0,1103,4.79,4.77,2.98
30700,30701,0.4,Good,E,SI1,63.5,56.0,737,4.67,4.72,2.98
49675,49676,0.7,Premium,H,SI2,62.8,59.0,2142,5.65,5.62,3.54
29106,29107,0.34,Ideal,H,VS2,61.5,54.0,689,4.54,4.5,2.78
16067,16068,1.2,Premium,H,VS2,62.4,59.0,6416,6.73,6.69,4.19
20967,20968,1.07,Ideal,E,VS2,61.9,56.0,9177,6.55,6.58,4.06
36703,36704,0.32,Premium,G,IF,59.4,60.0,952,4.47,4.45,2.65
23514,23515,1.56,Ideal,G,SI1,61.2,56.0,11522,7.49,7.51,4.59
45019,45020,0.54,Ideal,H,VS1,61.9,56.0,1637,5.24,5.2,3.23
41465,41466,0.41,Premium,G,VVS1,59.9,59.0,1230,4.83,4.79,2.88
18713,18714,0.27,Very Good,E,VVS1,60.9,59.0,620,4.17,4.21,2.55
7109,7110,1.11,Very Good,I,SI2,62.6,55.0,4168,6.65,6.71,4.18
6466,6467,1.17,Good,J,SI1,63.9,55.0,4054,6.66,6.73,4.28
28061,28062,0.31,Ideal,E,SI1,61.5,55.0,660,4.37,4.41,2.7
216,217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
828,829,0.71,Very Good,H,VVS1,62.9,57.0,2867,5.67,5.69,3.57
17974,17975,1.32,Very Good,H,SI1,62.3,57.0,7270,7.04,6.99,4.37
34195,34196,0.33,Ideal,F,VS2,61.4,57.0,854,4.48,4.45,2.74
20958,20959,1.5,Premium,D,SI2,58.7,57.0,9173,7.48,7.42,4.37
48561,48562,0.56,Ideal,D,VS2,61.2,56.0,1991,5.31,5.38,3.27
12458,12459,1.01,Very Good,F,SI1,60.7,58.0,5248,6.4,6.51,3.92
10036,10037,0.24,Ideal,F,VS2,61.8,57.0,417,3.97,4.02,2.47
20204,20205,1.35,Very Good,H,VVS2,63.1,56.0,8644,6.95,7.03,4.41
8910,8911,0.9,Good,F,VS2,62.7,59.0,4493,6.1,6.14,3.84
28813,28814,0.41,Ideal,I,VS2,61.5,55.0,683,4.79,4.83,2.96
29025,29026,0.33,Ideal,H,VVS1,61.4,53.0,687,4.5,4.55,2.78
48589,48590,0.54,Premium,D,VS1,61.1,58.0,1994,5.24,5.3,3.22
14602,14603,1.24,Premium,F,SI2,61.4,58.0,5889,6.94,6.9,4.25
29038,29039,0.4,Good,E,SI1,63.7,57.0,687,4.66,4.69,2.98
18142,18143,1.54,Good,J,SI1,62.9,62.0,7349,7.3,7.36,4.61
42545,42546,0.58,Ideal,J,VS1,61.9,58.0,1324,5.31,5.35,3.3
17198,17199,1.0,Ideal,E,VS2,62.9,55.0,6871,6.4,6.36,4.01
28956,28957,0.31,Good,I,VS2,63.2,55.0,435,4.3,4.4,2.75
24140,24141,1.54,Premium,G,VS2,61.1,59.0,12308,7.44,7.4,4.53
8629,8630,1.03,Very Good,F,SI2,62.2,56.0,4449,6.51,6.48,4.04
12673,12674,0.9,Very Good,E,VS2,62.5,58.0,5305,6.14,6.18,3.85
3381,3382,0.31,Premium,J,VS1,60.7,60.0,408,4.34,4.39,2.65
36434,36435,0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.35,2.68
16876,16877,1.26,Very Good,G,SI1,61.7,60.0,6733,6.85,6.9,4.24
104,105,0.8,Ideal,I,VS1,62.9,56.0,2760,5.94,5.87,3.72
25317,25318,1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63
51752,51753,0.7,Good,E,SI2,60.7,61.0,2405,5.69,5.71,3.46
31548,31549,0.3,Ideal,E,VVS2,61.6,56.0,766,4.32,4.35,2.67
37318,37319,0.35,Ideal,G,IF,62.6,57.0,979,4.51,4.53,2.82
33268,33269,0.3,Ideal,G,IF,62.6,54.0,826,4.3,4.33,2.7
45867,45868,0.51,Ideal,D,VS2,62.9,56.0,1716,5.1,5.07,3.2
44513,44514,0.52,Premium,D,SI1,61.4,58.0,1600,5.16,5.19,3.18
46115,46116,0.56,Ideal,I,VVS1,61.1,55.0,1743,5.35,5.33,3.26
44053,44054,0.55,Ideal,J,VS1,62.3,56.0,1550,5.26,5.24,3.27
6859,6860,1.05,Ideal,J,SI2,62.3,54.0,4126,6.52,6.55,4.07
31703,31704,0.36,Premium,F,SI1,61.9,59.0,770,4.54,4.51,2.8
236,237,0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72
20989,20990,1.02,Very Good,F,VVS2,60.9,56.0,9205,6.44,6.5,3.94
48651,48652,0.36,Premium,G,SI1,61.8,59.0,537,4.55,4.57,2.82
31109,31110,0.41,Very Good,J,VVS2,63.1,60.0,754,4.67,4.71,2.96
41993,41994,0.43,Ideal,G,VVS1,62.0,55.0,1264,4.85,4.82,3.0
46988,46989,0.55,Ideal,E,VS2,62.0,55.0,1816,5.26,5.28,3.27
24356,24357,1.63,Ideal,H,VS2,61.3,56.0,12620,7.6,7.57,4.65
39150,39151,0.33,Ideal,D,VVS2,60.3,57.0,1062,4.52,4.47,2.71
35453,35454,0.32,Ideal,E,VS2,62.2,55.0,900,4.38,4.36,2.72
6735,6736,0.26,Ideal,I,VS1,61.6,54.0,578,4.08,4.12,2.53
37394,37395,0.3,Ideal,E,VVS1,61.1,56.0,982,4.38,4.36,2.67
17641,17642,1.14,Very Good,D,SI1,60.2,60.0,7106,6.7,6.85,4.08
34534,34535,0.33,Ideal,G,VVS1,61.5,56.0,868,4.45,4.46,2.74
31315,31316,0.32,Premium,D,VS2,61.7,58.0,758,4.34,4.38,2.69
19484,19485,1.07,Ideal,G,VVS2,62.8,57.0,8120,6.56,6.46,4.09
7889,7890,1.0,Very Good,E,SI2,62.2,59.0,4312,6.35,6.38,3.96
2718,2719,0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71
660,661,0.79,Ideal,D,SI1,61.5,56.0,2846,5.96,5.91,3.65
2548,2549,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74
49096,49097,0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
35181,35182,0.31,Ideal,G,IF,61.7,56.0,891,4.34,4.38,2.69
45647,45648,0.25,Ideal,H,VVS1,62.4,55.0,525,4.04,4.08,2.53
41620,41621,0.29,Very Good,E,VS1,61.8,59.0,504,4.21,4.27,2.62
27103,27104,2.1,Ideal,I,SI1,60.8,60.0,17250,8.24,8.35,5.04
41488,41489,0.52,Ideal,E,SI2,60.9,56.0,1232,5.2,5.23,3.17
4608,4609,0.9,Premium,E,SI2,62.2,60.0,3662,6.15,6.19,3.84
24433,24434,1.65,Very Good,H,VS1,62.0,54.0,12686,7.55,7.62,4.7
33461,33462,0.32,Premium,G,VS1,62.8,59.0,828,4.37,4.33,2.73
52065,52066,0.7,Ideal,F,SI1,62.6,57.0,2453,5.59,5.62,3.51
41818,41819,0.43,Ideal,F,VVS2,61.9,56.0,1250,4.87,4.82,3.0
24395,24396,2.11,Premium,H,SI2,60.9,59.0,12633,8.3,8.25,5.04
45029,45030,0.54,Ideal,E,SI1,60.5,57.0,1637,5.3,5.28,3.2
6652,6653,0.9,Very Good,E,SI1,63.1,60.0,4092,6.18,6.14,3.89
19876,19877,1.31,Ideal,H,VS1,61.5,55.0,8429,7.02,7.05,4.33
36999,37000,0.44,Premium,G,VS1,62.3,59.0,965,4.82,4.87,3.02
6685,6686,0.97,Ideal,G,SI2,62.7,57.0,4101,6.31,6.28,3.95
19844,19845,1.23,Very Good,H,VVS1,62.5,58.0,8405,6.77,6.82,4.25
6122,6123,1.02,Very Good,F,SI2,61.1,62.0,3984,6.49,6.54,3.98
11003,11004,1.17,Premium,I,SI1,62.6,58.0,4914,6.71,6.64,4.18
46353,46354,0.61,Good,D,SI1,59.0,57.0,1759,5.54,5.57,3.28
28420,28421,0.43,Good,E,SI2,63.4,57.0,669,4.77,4.82,3.04
25804,25805,2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15
7285,7286,0.9,Very Good,H,VS1,60.5,63.0,4201,6.13,6.16,3.72
13603,13604,1.02,Very Good,E,VS2,62.8,59.0,5565,6.39,6.44,4.03
29107,29108,0.34,Premium,H,VS2,60.2,60.0,689,4.56,4.51,2.73
18027,18028,1.02,Very Good,G,VVS2,61.3,59.0,7292,6.46,6.53,3.98
52102,52103,0.7,Ideal,E,SI1,62.3,57.0,2459,5.67,5.7,3.54
9536,9537,1.01,Very Good,F,SI1,61.9,57.0,4619,6.37,6.42,3.96
11104,11105,1.02,Very Good,H,SI1,62.2,58.0,4932,6.42,6.48,4.01
35753,35754,0.46,Fair,G,SI1,63.4,68.0,911,4.88,4.8,3.07
30622,30623,0.3,Very Good,G,SI1,62.9,59.0,447,4.24,4.28,2.68
29945,29946,0.26,Very Good,I,SI1,59.2,60.0,445,4.2,4.24,2.5
53357,53358,0.7,Premium,G,VS2,58.1,55.0,2657,5.83,5.8,3.38
34295,34296,0.3,Ideal,D,VS2,60.9,57.0,857,4.34,4.36,2.65
50725,50726,0.7,Ideal,H,SI1,62.5,56.0,2294,5.64,5.69,3.54
36142,36143,0.33,Ideal,E,VS2,61.9,56.0,928,4.46,4.43,2.75
4826,4827,0.9,Premium,F,SI2,62.0,61.0,3704,6.16,6.14,3.81
26563,26564,1.73,Premium,E,SI1,62.6,58.0,16253,7.67,7.59,4.78
11918,11919,1.16,Ideal,J,SI1,61.8,55.0,5124,6.75,6.78,4.18
37796,37797,0.34,Ideal,G,VVS1,61.8,56.0,1000,4.45,4.51,2.77
40198,40199,0.52,Ideal,F,SI2,61.3,55.0,1121,5.18,5.2,3.18
50072,50073,0.72,Premium,J,VVS1,61.4,61.0,2203,5.77,5.7,3.52
20610,20611,1.53,Premium,I,SI1,60.8,59.0,8911,7.54,7.49,4.57
22952,22953,1.27,Ideal,G,VVS1,61.7,56.0,11002,7.03,6.9,4.3
19250,19251,1.32,Ideal,F,VS2,62.3,57.0,7983,7.06,6.97,4.37
32390,32391,0.4,Very Good,E,VS2,60.4,63.0,791,4.68,4.72,2.84
9300,9301,1.15,Ideal,H,SI2,62.6,55.0,4572,6.74,6.65,4.19
3396,3397,0.32,Ideal,I,VVS2,62.0,54.9,567,4.36,4.39,2.71
3282,3283,0.76,Ideal,H,VVS1,62.1,56.0,3363,5.81,5.89,3.63
28274,28275,0.24,Very Good,E,VS2,60.8,56.0,362,4.02,4.04,2.45
49822,49823,0.61,Ideal,G,VS1,62.1,56.0,2167,5.42,5.44,3.37
40458,40459,0.5,Ideal,H,SI1,62.5,57.0,1140,5.06,5.08,3.17
13,14,0.31,Ideal,J,SI2,62.2,54.0,344,4.35,4.37,2.71
29430,29431,0.42,Premium,D,SI2,62.1,59.0,700,4.78,4.82,2.98
46586,46587,0.55,Very Good,G,VS1,62.0,57.0,1786,5.25,5.3,3.27
46375,46376,0.58,Ideal,E,VS2,62.1,55.0,1761,5.35,5.34,3.32
31532,31533,0.34,Ideal,E,SI1,62.0,57.0,765,4.48,4.46,2.77
17119,17120,1.32,Good,E,SI1,63.7,56.0,6830,6.96,6.88,4.41
3959,3960,0.83,Premium,E,SI1,58.4,59.0,3506,6.22,6.18,3.62
47722,47723,0.52,Ideal,E,VS2,61.7,56.0,1888,5.16,5.21,3.2
36534,36535,0.42,Premium,F,VS2,61.9,58.0,945,4.8,4.76,2.96
36881,36882,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72
38397,38398,0.39,Premium,D,VS2,61.3,58.0,1024,4.73,4.7,2.89
46229,46230,0.5,Premium,D,VS2,61.2,60.0,1752,5.08,5.12,3.12
6247,6248,0.9,Ideal,G,SI1,61.6,58.0,4008,6.16,6.21,3.81
28620,28621,0.24,Premium,H,VVS1,60.8,59.0,432,4.0,4.02,2.44
34271,34272,0.25,Very Good,H,VVS2,63.3,54.0,467,3.98,4.02,2.52
5252,5253,1.24,Very Good,J,SI2,63.1,60.0,3791,6.79,6.74,4.27
49889,49890,0.57,Ideal,E,VS1,62.0,55.0,2177,5.31,5.34,3.3
33159,33160,0.31,Premium,H,IF,61.7,58.0,816,4.33,4.36,2.68
17161,17162,1.06,Premium,G,VS1,62.2,55.0,6853,6.58,6.51,4.07
43398,43399,0.64,Fair,I,VS2,55.3,69.0,1411,5.85,5.69,3.19
30891,30892,0.32,Very Good,E,VVS2,62.4,56.0,744,4.34,4.38,2.72
20446,20447,1.51,Ideal,G,SI2,60.5,55.0,8794,7.4,7.36,4.46
1533,1534,0.7,Premium,G,VVS2,60.2,61.0,2999,5.74,5.66,3.43
22263,22264,1.54,Premium,E,SI1,62.7,58.0,10314,7.37,7.3,4.6
26205,26206,2.01,Good,I,VS2,59.9,65.0,15587,8.14,8.19,4.89
39871,39872,0.36,Premium,E,VVS2,61.7,59.0,1102,4.56,4.52,2.8
32086,32087,0.33,Premium,E,VS1,60.9,58.0,781,4.45,4.49,2.72
22695,22696,0.31,Ideal,H,VVS2,62.3,54.0,630,4.36,4.38,2.72
5787,5788,1.01,Good,H,SI2,57.9,59.0,3903,6.64,6.59,3.83
41128,41129,0.58,Very Good,G,SI2,59.5,59.0,1197,5.41,5.45,3.23
40429,40430,0.4,Ideal,J,VVS1,61.9,56.0,1136,4.74,4.79,2.95
34478,34479,0.38,Very Good,E,VS2,60.5,62.0,866,4.65,4.74,2.84
6759,6760,1.07,Premium,J,SI2,62.4,58.0,4105,6.54,6.47,4.06
34862,34863,0.3,Premium,G,VVS2,62.0,60.0,878,4.33,4.25,2.66
15797,15798,1.29,Ideal,G,SI2,61.5,55.0,6321,7.03,6.99,4.31
13733,13734,0.28,Very Good,E,VVS2,60.2,58.0,604,4.24,4.27,2.56
17481,17482,2.11,Fair,F,I1,67.6,57.0,7019,7.88,7.83,5.31
13567,13568,1.01,Ideal,G,SI1,62.7,57.0,5555,6.3,6.34,3.96
25154,25155,2.29,Ideal,J,SI2,61.8,56.4,13726,8.4,8.5,5.23
10586,10587,1.01,Good,D,SI1,64.1,60.0,4821,6.27,6.3,4.03
41974,41975,0.53,Ideal,I,VS1,61.6,55.0,1263,5.21,5.25,3.22
18996,18997,1.01,Premium,E,VS1,60.8,59.0,7821,6.42,6.46,3.92
26384,26385,2.02,Very Good,G,SI2,62.8,55.0,15877,8.06,8.11,5.08
31974,31975,0.26,Very Good,E,VS2,63.2,56.0,453,4.06,4.1,2.58
34512,34513,0.33,Very Good,H,IF,60.3,59.0,868,4.47,4.49,2.7
702,703,0.73,Premium,E,VS2,62.0,57.0,2854,5.86,5.76,3.6
45323,45324,0.3,Very Good,F,VS2,61.4,55.0,524,4.32,4.37,2.67
41493,41494,0.44,Premium,D,VS1,60.2,59.0,1232,4.93,4.91,2.96
23635,23636,2.01,Very Good,J,SI2,63.4,59.0,11660,7.99,7.95,5.05
44512,44513,0.54,Good,E,SI1,61.5,56.0,1600,5.22,5.26,3.23
29566,29567,0.41,Ideal,E,SI1,61.4,57.0,705,4.78,4.8,2.94
27286,27287,2.01,Very Good,H,SI1,62.8,59.0,17759,7.99,8.04,5.03
11501,11502,0.71,Ideal,F,VVS1,61.0,56.0,5019,5.77,5.8,3.53
12354,12355,1.24,Very Good,H,SI2,61.0,59.0,5231,6.93,7.0,4.25
33247,33248,0.36,Very Good,F,VS1,60.1,59.0,825,4.62,4.66,2.78
52238,52239,0.78,Ideal,G,SI2,61.7,54.0,2485,5.93,5.97,3.67
29597,29598,0.35,Very Good,G,VS1,61.7,61.0,706,4.49,4.52,2.78
14533,14534,1.24,Ideal,I,SI2,61.8,58.0,5866,6.85,6.9,4.25
33833,33834,0.46,Very Good,D,SI2,62.0,60.0,844,4.89,4.92,3.04
38775,38776,0.31,Premium,E,VVS2,60.4,59.0,1046,4.37,4.34,2.63
34630,34631,0.31,Ideal,E,VS2,61.8,55.0,872,4.4,4.37,2.71
37487,37488,0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78
27291,27292,2.0,Ideal,G,VS2,62.3,57.0,17760,8.06,7.97,4.99
23834,23835,1.2,Very Good,F,VVS1,59.8,63.0,11913,6.82,6.8,4.07
18928,18929,1.06,Ideal,F,VS2,61.1,57.0,7776,6.6,6.57,4.03
10889,10890,1.0,Good,G,SI1,64.4,54.0,4882,6.29,6.32,4.06
22587,22588,1.25,Premium,E,VS2,61.5,58.0,10640,6.98,6.91,4.27
27074,27075,1.71,Premium,G,VS1,62.3,58.0,17197,7.65,7.61,4.75
15503,15504,1.5,Fair,I,SI2,68.1,59.0,6209,7.12,6.84,4.75
8624,8625,0.9,Very Good,D,SI1,63.4,57.0,4447,6.13,6.1,3.88
7444,7445,0.9,Premium,F,SI1,59.9,59.0,4232,6.26,6.29,3.76
9220,9221,1.04,Ideal,H,SI2,61.7,55.0,4557,6.49,6.53,4.02
4021,4022,0.93,Ideal,G,SI1,60.9,57.0,3521,6.29,6.25,3.82
9251,9252,0.9,Very Good,E,SI1,63.2,58.0,4560,6.12,6.1,3.86
35246,35247,0.34,Ideal,G,VVS1,62.5,53.0,895,4.47,4.49,2.8
31866,31867,0.3,Ideal,H,VVS2,61.6,55.0,776,4.34,4.3,2.66
3027,3028,0.7,Ideal,E,VS1,62.2,58.0,3309,5.67,5.71,3.54
21219,21220,1.18,Premium,G,VVS2,59.7,58.0,9366,6.9,6.94,4.13
45952,45953,0.56,Ideal,D,SI1,60.5,57.0,1723,5.31,5.36,3.23
18758,18759,1.2,Good,F,VS2,63.8,60.0,7666,6.6,6.65,4.23
27981,27982,0.3,Ideal,E,VS2,61.6,56.0,658,4.27,4.3,2.64
32020,32021,0.33,Very Good,D,VS2,60.0,62.0,778,4.47,4.49,2.69
18266,18267,1.51,Premium,J,VS2,62.3,59.0,7418,7.31,7.35,4.57
18061,18062,1.51,Premium,I,SI2,58.7,59.0,7292,7.53,7.49,4.41
28195,28196,0.38,Premium,G,SI1,60.0,60.0,666,4.65,4.72,2.81
5495,5496,0.91,Premium,E,SI1,61.5,60.0,3842,6.24,6.19,3.82
14949,14950,1.0,Good,D,SI1,64.1,57.0,6020,6.32,6.29,4.04
49712,49713,0.73,Fair,D,SI2,65.5,60.0,2147,5.64,5.54,3.66
19419,19420,1.51,Very Good,I,SI1,61.4,60.0,8073,7.37,7.33,4.51
33468,33469,0.32,Ideal,F,VS2,61.2,56.0,828,4.44,4.41,2.71
22046,22047,0.31,Good,I,VS1,63.7,55.0,628,4.33,4.3,2.75
3512,3513,0.85,Ideal,G,SI1,62.2,56.0,3403,6.06,6.09,3.78
6559,6560,1.11,Very Good,I,SI2,63.1,57.0,4075,6.59,6.54,4.14
36874,36875,0.42,Very Good,E,VS2,61.9,59.0,958,4.75,4.81,2.96
35174,35175,0.31,Ideal,G,IF,62.6,53.0,891,4.36,4.39,2.74
44613,44614,0.53,Premium,E,SI1,60.0,60.0,1607,5.27,5.24,3.21
21577,21578,1.51,Good,H,SI1,61.8,62.0,9681,7.25,7.29,4.49
3331,3332,0.91,Premium,I,VS2,62.4,61.0,3376,6.18,6.16,3.85
38868,38869,0.4,Premium,F,VS1,62.6,58.0,1050,4.72,4.68,2.94
33931,33932,0.33,Ideal,I,VS2,61.5,57.0,463,4.42,4.49,2.74
9535,9536,1.01,Good,F,SI1,62.4,59.0,4619,6.3,6.42,3.97
21767,21768,1.51,Good,E,SI2,63.2,56.0,9833,7.26,7.32,4.61
52275,52276,0.7,Ideal,H,VS1,61.0,56.0,2492,5.74,5.76,3.51
8762,8763,0.9,Good,F,VS2,62.6,57.0,4466,6.07,6.19,3.84
34536,34537,0.33,Ideal,E,VVS2,61.7,57.0,868,4.41,4.44,2.73
35170,35171,0.31,Ideal,G,IF,61.6,56.0,891,4.38,4.42,2.71
25168,25169,1.51,Ideal,G,VS2,60.9,57.0,13752,7.39,7.46,4.52
41636,41637,0.32,Ideal,J,VS2,62.2,57.0,504,4.38,4.36,2.72
17070,17071,1.5,Premium,J,SI1,60.5,59.0,6806,7.38,7.47,4.49
30748,30749,0.34,Ideal,H,VVS1,62.2,54.0,740,4.48,4.53,2.8
8334,8335,1.03,Ideal,J,SI1,61.7,56.0,4395,6.49,6.53,4.02
45394,45395,0.63,Premium,I,VS1,62.0,58.0,1667,5.52,5.45,3.4
47235,47236,0.51,Very Good,E,VS1,59.6,56.0,1841,5.19,5.24,3.11
10747,10748,1.0,Good,F,SI1,63.4,61.0,4851,6.29,6.35,4.01
25239,25240,2.01,Good,H,SI2,63.1,55.0,13849,7.99,8.09,5.07
16720,16721,0.3,Ideal,H,VVS2,62.3,54.4,610,4.28,4.32,2.68
2176,2177,0.7,Premium,F,VVS2,62.6,59.0,3136,5.66,5.62,3.53
11948,11949,1.01,Very Good,E,SI1,58.2,59.0,5132,6.54,6.59,3.82
37541,37542,0.39,Ideal,F,VVS2,62.1,55.0,988,4.7,4.74,2.93
25872,25873,1.8,Ideal,H,VS1,62.3,56.0,14968,7.76,7.79,4.84
46689,46690,0.52,Ideal,H,VS1,61.7,55.0,1790,5.21,5.17,3.2
7915,7916,1.15,Ideal,H,SI2,60.5,56.0,4315,6.83,6.8,4.13
28838,28839,0.41,Good,H,SI1,63.3,56.0,683,4.71,4.74,2.99
19389,19390,1.51,Very Good,J,VS1,61.4,57.0,8057,7.3,7.38,4.51
26722,26723,0.32,Ideal,F,VS2,61.6,57.0,645,4.4,4.43,2.72
41001,41002,0.43,Ideal,G,VVS1,61.8,55.0,1183,4.87,4.9,3.02
48633,48634,0.3,Very Good,G,SI1,63.2,55.0,536,4.29,4.26,2.7
38012,38013,0.44,Good,D,VS2,63.6,56.0,1009,4.81,4.84,3.07
6536,6537,1.03,Premium,E,SI2,58.8,62.0,4070,6.58,6.51,3.85
32683,32684,0.31,Premium,G,VS1,62.4,58.0,802,4.34,4.31,2.7
42837,42838,0.41,Premium,F,VVS1,62.1,56.0,1356,4.79,4.78,2.97
22684,22685,0.4,Ideal,E,SI2,61.0,58.0,629,4.76,4.78,2.91
3500,3501,0.92,Ideal,F,SI1,62.2,55.0,3400,6.25,6.19,3.87
12476,12477,1.33,Good,J,VS2,57.4,62.0,5251,7.3,7.23,4.17
14820,14821,1.0,Ideal,G,VS2,62.6,57.0,5967,6.47,6.4,4.03
4128,4129,1.52,Premium,I,I1,61.2,58.0,3541,7.43,7.35,4.52
47977,47978,0.38,Ideal,G,SI2,62.0,55.0,532,4.66,4.69,2.9
34184,34185,0.33,Premium,G,VS1,62.0,59.0,854,4.42,4.36,2.72
1687,1688,0.71,Very Good,D,VS2,63.0,57.0,3033,5.67,5.7,3.58
39594,39595,0.4,Ideal,G,SI1,61.3,55.0,1084,4.72,4.81,2.92
34342,34343,0.3,Ideal,E,VVS1,62.5,56.0,862,4.28,4.3,2.68
53577,53578,0.7,Fair,E,VS2,60.6,64.0,2697,5.77,5.62,3.45
21939,21940,1.35,Premium,G,VS1,62.1,59.0,10012,7.06,7.02,4.37
20939,20940,1.1,Ideal,G,VVS2,61.7,56.0,9148,6.67,6.63,4.1
49846,49847,0.53,Very Good,D,VS1,60.5,58.0,2170,5.27,5.3,3.2
51229,51230,0.72,Premium,G,SI1,62.8,60.0,2352,5.78,5.68,3.6
51286,51287,0.72,Premium,F,SI1,59.3,59.0,2360,5.85,5.81,3.46
38974,38975,0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91
13449,13450,1.02,Ideal,H,SI1,60.9,57.0,5522,6.51,6.55,3.98
27653,27654,2.0,Ideal,H,SI1,65.0,61.0,18604,7.9,7.79,5.11
10430,10431,1.14,Very Good,I,VS2,62.5,59.0,4785,6.63,6.66,4.15
20113,20114,1.52,Premium,J,VS1,62.2,59.0,8580,7.38,7.32,4.57
27475,27476,2.03,Premium,H,VS2,62.1,56.0,18139,8.2,8.12,5.07
43670,43671,0.5,Very Good,F,VS2,62.9,57.0,1436,5.06,5.11,3.2
45146,45147,0.5,Premium,F,VS2,61.3,60.0,1654,5.13,5.08,3.13
33970,33971,0.37,Ideal,F,VS1,61.1,56.0,846,4.64,4.65,2.84
10711,10712,0.31,Premium,G,SI1,60.7,60.0,593,4.36,4.34,2.64
31609,31610,0.23,Very Good,G,VS2,62.8,53.0,369,3.91,3.93,2.46
